CGGTTS GPS DATA FORMAT VERSION = 01
REV DATE = 2004-02018
RECV = Freqtime remote calibration receiver  ver.1.26TCXO
CH = 12
IMS = 2581475
LAB = ID0077
X = -1837358.52m
Y = +6069701.98m
Z = -679398.12m
FRAME = WGS-84
COMMENT = BMKG2
INT DLY =        0.0 ns
CAB DLY =      600.0 ns
REF DLY =        5.0 ns
REF = EXTERNAL
CKSUM = AA

PRN CL  MJD  STTIME TRKL ELV AZTH   REFSV      SRSV     REFGPS    SRGPS  DSG IOE MDTR SMDT MDIO SMDI CK
 22 FF 60369 085800  780 399 3592    +9752037    -84      -12975    -25   64  61  124  -18  411  -57 6F
 20 FF 60369 085800  780 274 2118    +6129733    -56      -13110    -42  121 181  173  -39  500  -73 69
 30 FF 60369 085800  780 553 2062   +14249349    +95      -13005    +46  129   1   97   +6  342  +14 3C
 14 FF 60369 085800  780 576  256    +6604426    +67      -12960    -33   69 188   95   -7  317  -28 51
 17 FF 60369 085800  780 153   62    +2833006    +89      -13053   +102  116  12  298  -11  731  -24 40
  6 FF 60369 085800  780 458 3065    +6108360   -166      -13004    -10  118  29  111   +7  397  +20 47
  7 FF 60369 085800  780 342 1655   +10719214   +116      -13174   +204  202 122  142  +24  464  +47 83
 11 FF 60369 085800  780 347 2590   +15903192   -201      -12982    -77  110  30  140   -4  446  -14 6A
  9 FF 60369 085800  780 236 1321    +8903698    +77      -13191    -52   90  30  198   +1  527   -4 2B
 19 FF 60369 085800  780 124 3389    +5513409   +201      -13024   +148  186  95  364   -5  745  -14 81
 22 FF 60369 091400  780 469   23    +9752114    -89      -12957    -27   88  61  109  -13  361  -47 42
 20 FF 60369 091400  780 341 2134    +6129739   -272      -13091   -259  240   4  142  -25  467  -66 74
 30 FF 60369 091400  780 501 1966   +14249246   +107      -13056    +54   71   1  104   +8  359  +19 45
 14 FF 60369 091400  780 639  366    +6604342   +230      -12975   +130  131 188   89   -4  294  -19 6D
 17 FF 60369 091400  780 162  125    +2832918    +14      -13155    +27   76  12  284  -19  704  -33 39
  6 FF 60369 091400  780 417 3161    +6108486   -172      -13028    -14  145  29  120  +10  420  +27 4C
  7 FF 60369 091400  780 281 1615   +10719273   +147      -13227   +236  203 122  169  +33  511  +49 8C
 11 FF 60369 091400  780 355 2685   +15903334   -124      -12986     +0  205  30  137   -1  436   -6 45
  9 FF 60369 091400  780 234 1245    +8903611    +81      -13182    -18   71  30  200   +0  521   -6 FF
 19 FF 60369 091400  780 129 3454    +5513345    +63      -13010     +9  124  95  353  -18  725  -26 4F
 22 FF 60369 093000  780 542   57    +9752190    -26      -12965    +33   93  61   98   -9  320  -36 15
 20 FF 60369 093000  780 408 2163    +6129800   -176      -13069   -163  168   4  122  -17  409  -53 6F
 30 FF 60369 093000  780 449 1886   +14249167    +77      -13086    +24  121   1  113  +10  379  +23 59
 14 FF 60369 093000  780 692  535    +6604263   +116      -12935    +20   58 188   85   -2  279  -12 45
 17 FF 60369 093000  780 175  189    +2832968     -2      -13118    +11   90  12  263  -23  668  -40 2C
  6 FF 60369 093000  780 372 3244    +6108652   -131      -13037    +23   84  29  132  +14  450  +32 38
  7 FF 60369 093000  780 225 1572   +10719247     +1      -13339    +91  136 122  207  +47  558  +48 60
 11 FF 60369 093000  780 353 2781   +15903475   -123      -12962     -1  163  30  138   +2  433   +1 39
  9 FF 60369 093000  780 232 1167    +8903441   +177      -13247    +46   70   7  202   +1  554   -7 13
 19 FF 60369 093000  780 138 3519    +5513266    +56      -13038     +2   96  95  330  -28  695  -36 51
 22 FF 60369 094600  780 618  100    +9752336   -190      -12850   -130  142  61   91   -6  290  -26 48
 20 FF 60369 094600  780 474 2212    +6129900    -12      -12983     +0  141   4  108  -11  363  -41 23
 30 FF 60369 094600  780 398 1816   +14249071   +263      -13107   +212  203   1  124  +13  403  +25 68
 14 FF 60369 094600  780 720  782    +6604290    -61      -12838   -160  153 188   84   +0  269   -7 4C
 17 FF 60369 094600  780 193  253    +2833034   -164      -13064   -151  155  12  240  -23  627  -44 68
  6 FF 60369 094600  780 326 3318    +6108792    -72      -13019    +82  154  29  148  +18  483  +36 61
  7 FF 60369 094600  780 175 1528   +10719401    +73      -13269   +160  163 122  263  +71  603  +43 7D
 11 FF 60369 094600  780 341 2875   +15903617   -151      -12913    -27  174  30  142   +5  437   +6 5D
  9 FF 60369 094600  780 229 1089    +8903364    +49      -13173    -80   79   7  204   +3  548   -5 21
 19 FF 60369 094600  780 153 3583    +5513269    +71      -13009    +16   89  95  299  -33  655  -44 70
 22 FF 60369 100200  780 695  169    +9752371    -19      -12899    +39   88 104   85   -4  269  -18 4D
 20 FF 60369 100200  780 537 2286    +6129928    +15      -12973    +29   77   5   99   -7  329  -29 32
 30 FF 60369 100200  780 351 1752   +14249000    +59      -13131     +9  134   2  138  +16  428  +26 2C
 14 FF 60369 100200  780 709 1052    +6604110   +176      -12898    +79  104 189   84   +1  264   -3 48
 17 FF 60369 100200  780 214  320    +2833028   -224      -13082   -209  247  13  218  -22  583  -46 5B
  6 FF 60369 100200  780 282 3385    +6108912   -164      -13050    -10  138  30  168  +24  518  +37 4F
  7 FF 60369 100200  780 130 1480   +10719475    -17      -13285    +70  133 123  349 +113  642  +36 6F
 11 FF 60369 100200  780 323 2965   +15903729   -170      -12918    -46  134  31  149   +9  446  +11 6C
  5 FF 60369 100200  780 174 2151   +11622796    -64      -13215    -49  267 136  265  -92  575  -84 7F
  9 FF 60369 100200  780 223 1010    +8903271    +11      -13143   -118  130  20  209   +6  544   -3 0D
 19 FF 60369 100200  780 173   47    +5513145    +95      -13086    +41   87  96  266  -34  609  -50 32
 22 FF 60369 101800  780 769  311    +9752459    -84      -12842    -24   78 104   82   -2  254  -12 32
 13 FF 60369 101800  780 132 2157    +3687470   -161      -13290   -195  250   5  346  -68  666  -56 7F
 20 FF 60369 101800  780 590 2394    +6130037   -149      -12877   -136  131   5   93   -4  305  -20 44
 30 FF 60369 101800  780 307 1690   +14248953   +131      -13128    +80  104   2  156  +19  452  +24 5C
 14 FF 60369 101800  780 665 1253    +6604006   +115      -12906    +16   67 189   87   +3  263   +2 36
 17 FF 60369 101800  780 238  388    +2833086   -209      -13011   -196  209  13  197  -19  539  -45 84
  6 FF 60369 101800  780 241 3448    +6109049   -196      -13062    -41  179  30  194  +30  554  +34 5D
 11 FF 60369 101800  780 299 3050   +15903879    -43      -12911    +77  155  31  159  +12  459  +14 76
  5 FF 60369 101800  780 235 2174   +11622834    -72      -13164    -57  190 136  199  -50  498  -74 81
 19 FF 60369 101800  780 198  112    +5513139   +155      -13041   +102  144  96  234  -31  559  -53 67
 22 FF 60369 103400  780 821  704    +9752572    -88      -12794    -19   44 104   81   -1  244   -8 20
 13 FF 60369 103400  780 160 2099    +3687517     -9      -13210    -43  125   5  287  -54  610  -58 3D
 20 FF 60369 103400  780 627 2545    +6130048   -117      -12878   -104  114   5   90   -2  289  -12 42
 30 FF 60369 103400  780 268 1630   +14248884     -8      -13148    -59  129   2  176  +23  474  +21 51
 14 FF 60369 103400  780 602 1375    +6603876    +95      -12941     -2   86 189   92   +6  268   +8 2C
  6 FF 60369 103400  780 205 3510    +6109168    -45      -13119   +107  167  30  227  +37  585  +30 51
 11 FF 60369 103400  780 274 3129   +15903948    +11      -12961   +132  162  31  173  +15  474  +16 73
  5 FF 60369 103400  780 296 2209   +11622891    +71      -13147    +86  132 136  162  -30  433  -61 67
 19 FF 60369 103400  780 228  178    +5513088   -105      -13040   -159  140  96  205  -27  507  -54 71
 22 FF 60369 105000  780 799 1261    +9752612    -72      -12811    -12   62   3   81   +0  257   -4 F9
 13 FF 60369 105000  780 193 2044    +3687484    +73      -13237    +39  170   5  240  -43  554  -59 50
 20 FF 60369 105000  780 642 2730    +6130028    +23      -12912    +37  116   5   89   +0  279   -7 02
 30 FF 60369 105000  780 233 1569   +14248771   +170      -13238   +119  167   2  201  +27  492  +16 75
 14 FF 60369 105000  780 532 1446    +6603768    +95      -12953     -4   69 189   99   +9  280  +15 43
  6 FF 60369 105000  780 172 3570    +6109220   -112      -13217    +44  100  30  267  +45  611  +22 34
 11 FF 60369 105000  780 248 3204   +15903985   -132      -13041    -10  190  31  190  +18  489  +15 6E
  5 FF 60369 105000  780 354 2258   +11622990    -67      -13036    -52  141 136  138  -19  379  -49 7C
 19 FF 60369 105000  780 261  247    +5513061    -11      -12990    -64   79  96  181  -23  456  -51 3E
 22 FF 60369 110600  780 730 1480    +9752597   -107      -12883    -48  103   3   83   +3  255   +0 25
 13 FF 60369 110600  780 231 1990    +3687492    -28      -13171    -60  149   5  203  -34  497  -58 58
 20 FF 60369 110600  780 630 2917    +6130073    -25      -12879    -12   91   5   89   +1  275   -1 FC
 30 FF 60369 110600  780 203 1509   +14248755    -27      -13206    -78  125   2  229  +31  506  +11 4A
 14 FF 60369 110600  780 460 1486    +6603595   +251      -13032   +152  166 189  111  +14  298  +21 89
  6 FF 60369 110600  780 145   30    +6109281    -20      -13279   +133  130  30  314  +52  628  +11 16
 11 FF 60369 110600  780 223 3275   +15904080   -121      -13066     +3  295  31  209  +22  502  +11 49
  5 FF 60369 110600  780 407 2325   +11623068   -163      -12999   -149  177 136  122  -12  336  -38 9C
 19 FF 60369 110600  780 297  319    +5513014    +31      -12986    -22   46  96  161  -18  409  -47 45
 22 FF 60369 112200  780 651 1559    +9752640    -15      -12925    +44   90   3   88   +5  257   +5 09
 13 FF 60369 112200  780 274 1937    +3687493   +100      -13161    +66  124   5  173  -27  442  -56 5C
 20 FF 60369 112200  780 596 3076    +6130091   -101      -12873    -88  131   5   92   +4  276   +3 1D
 30 FF 60369 112200  780 176 1447   +14248645    +45      -13242     -5  111   2  261  +35  513   +5 20
 14 FF 60369 112200  780 388 1508    +6603469   +148      -13091    +50  129 189  127  +20  322  +27 7F
  6 FF 60369 112200  780 123   91    +6109259   +106      -13449   +261  224  30  366  +55  634   +0 29
  5 FF 60369 112200  780 452 2411   +11623109     +7      -12973    +22   89 136  112   -8  304  -28 29
 19 FF 60369 112200  780 334  396    +5512980    +29      -12968    -24   54  96  145  -14  365  -42 4D
 22 FF 60369 113800  780 571 1591    +9752663    +41      -12933   +101  140   3   95   +8  266  +12 33
 13 FF 60369 113800  780 321 1884    +3687464    -82      -13131   -117  148   5  150  -21  389  -52 63
 20 FF 60369 113800  780 548 3198    +6130104    +75      -12874    +87  117   5   98   +6  281   +8 24
 30 FF 60369 113800  780 154 1384   +14248585   +161      -13277   +110  142   2  297  +39  515   +0 66
 14 FF 60369 113800  780 319 1516    +6603349   +181      -13087    +80  106 189  151  +29  350  +30 7D
 12 FF 60369 113800  780 135 3191   +14813333   -119      -13271    -83  181  25  338 -144  633 -113 9D
 11 FF 60369 113800  780 181 3411   +15904076    +32      -13277   +153  335  31  255  +23  514   -1 58
  5 FF 60369 113800  780 485 2518   +11623128    -38      -12968    -24  108 136  106   -4  280  -20 5F
 19 FF 60369 113800  780 370  480    +5512964    +12      -12933    -39  120  96  132  -11  327  -36 4A
 22 FF 60369 115400  780 493 1601    +9752676    +53      -12983   +121  122   3  105  +12  281  +18 50
 13 FF 60369 115400  780 374 1831    +3687514   +104      -13048    +69  101   5  132  -16  341  -47 52
 20 FF 60369 115400  780 493 3293    +6130059    +16      -12938    +37   87   5  105   +9  292  +13 29
 30 FF 60369 115400  780 135 1320   +14248593    +21      -13195    -28   57   2  336  +42  512   -6 2A
 14 FF 60369 115400  780 252 1514    +6603231   +156      -13143    +65  152 189  186  +46  380  +31 75
 17 FF 60369 115400  780 350  892    +2833255    +13      -12944    +26   73  78  139   +0  348  -15 2E
 12 FF 60369 115400  780 192 3152   +14813499    -62      -13145    -19  169  25  242  -69  535  -91 80
 11 FF 60369 115400  780 166 3477   +15904132    -41      -13361    +72  140  31  277  +20  509   -9 51
 15 FF 60369 115400  780 167 2106    +8659439    +35      -13225     +1  162  12  276  -91  527  -84 54
  5 FF 60369 115400  780 504 2641   +11623260    -24      -12845    -17   77 136  103   -1  264  -13 39
 19 FF 60369 115400  780 403  573    +5512951   -100      -12924   -149  196  96  123   -7  296  -29 6F
 22 FF 60369 121000  780 417 1599    +9752686   +127      -13030   +187  218   4  120  +18  301  +23 63
 13 FF 60369 121000  780 430 1775    +3687560   -107      -12996   -142  168  11  117  -13  298  -41 85
 20 FF 60369 121000  780 437 3368    +6129987   +141      -13023   +155  149  33  115  +12  306  +16 71
 30 FF 60369 121000  780 119 1255   +14248572    -12      -13166    -66  106   4  378  +45  503  -11 4D
 14 FF 60369 121000  780 189 1504    +6603121   +172      -13130    +73  115 190  244  +78  409  +28 6C
 17 FF 60369 121000  780 345  987    +2833264    -23      -12948     -8   49  83  141   +3  336   -9 14
 12 FF 60369 121000  780 245 3101   +14813484   +244      -13167   +279  308  26  192  -39  456  -73 95
 11 FF 60369 121000  780 156 3542   +15904089    -51      -13523    +71  117  32  294  +14  496  -18 69
 15 FF 60369 121000  780 225 2091    +8659455   +170      -13195   +130  169  13  208  -54  449  -76 88
 24 FF 60369 121000  780 115 2374   +14380431   -309      -13165   -250  421  87  392  -42  550  -43 86
  5 FF 60369 121000  780 506 2771   +11623240    +70      -12879    +86  115 137  103   +1  254   -7 3A
 19 FF 60369 121000  780 430  677    +5512979    +61      -12817     +7  111 104  117   -5  270  -23 2F
 22 FF 60369 122600  780 345 1588    +9752743    -38      -13057    +22  144   4  140  +25  326  +26 4A
 13 FF 60369 122600  780 490 1712    +3687585    -46      -12938    -80  117  11  106  -10  262  -34 5D
 20 FF 60369 122600  780 380 3433    +6129910    +39      -13112    +51   84  33  129  +16  324  +19 3A
 30 FF 60369 122600  780 106 1190   +14248575    -53      -13140   -104  110   4  424  +49  489  -15 5F
 14 FF 60369 122600  780 130 1487    +6602931   +153      -13252    +53   92 190  347 +152  434  +21 71
 17 FF 60369 122600  780 329 1079    +2833330    -13      -12895     +0   45  83  147   +8  330   -2 10
 12 FF 60369 122600  780 294 3040   +14813590    -28      -13123     +7  107  26  162  -23  393  -57 54
 11 FF 60369 122600  780 150    7   +15904176   -126      -13555     -4   87  32  304   +5  474  -26 0F
 15 FF 60369 122600  780 286 2082    +8659522   +130      -13063    +88  146  13  166  -34  381  -66 79
 24 FF 60369 122600  780 129 2310   +14380476   -233      -13176   -175  329  87  353  -39  507  -44 A2
  5 FF 60369 122600  780 491 2898   +11623294     -9      -12840     +5   95 137  105   +3  249   -3 21
 22 FF 60369 124200  780 278 1571    +9752783     +4      -13075    +63  117   4  171  +38  352  +27 3D
 13 FF 60369 124200  780 552 1638    +3687633    -31      -12832    -65  113  11   97   -7  232  -27 3B
 20 FF 60369 124200  780 327 3491    +6129836    +21      -13200    +35  107  33  147  +21  342  +19 43
 17 FF 60369 124200  780 302 1163    +2833313    -27      -12925    -13   53  83  158  +15  330   +2 22
 12 FF 60369 124200  780 338 2966   +14813706   -112      -13040    -76  124  26  144  -15  345  -44 79
 11 FF 60369 124200  780 150   72   +15904248    +25      -13573   +149  152  32  305   -4  446  -33 3B
 15 FF 60369 124200  780 351 2082    +8659543   -276      -13005   -316  280  13  139  -23  322  -55 7E
 24 FF 60369 124200  780 145 2248   +14380560   -181      -13146   -122  258  87  315  -37  464  -45 99
  5 FF 60369 124200  780 464 3014   +11623118   +120      -13004   +136  154 137  110   +6  248   +0 42
 19 FF 60369 124200  780 450  906    +5512979    +16      -12715    -37   63 104  113   +0  236  -12 2E
 22 FF 60369 125800  780 214 1547    +9752720    +21      -13170    +81  180   4  217  +61  377  +24 40
 13 FF 60369 125800  780 615 1541    +3687643    -68      -12787   -102  127  11   91   -5  208  -21 51
 20 FF 60369 125800  780 276 3545    +6129738    +31      -13310    +44  116  33  171  +28  360  +17 53
 17 FF 60369 125800  780 265 1237    +2833314    +41      -12937    +54   80  83  178  +25  335   +7 41
 12 FF 60369 125800  780 373 2880   +14813820   -187      -12962   -151  158  26  132   -9  307  -34 8D
 11 FF 60369 125800  780 155  138   +15904351   -156      -13588    -35  110  32  296  -13  411  -37 6D
 15 FF 60369 125800  780 419 2092    +8659594    +58      -12916    +19  115  13  120  -16  273  -45 6E
 24 FF 60369 125800  780 164 2187   +14380613     +7      -13176    +66  213  87  280  -35  420  -45 63
  5 FF 60369 125800  780 428 3116   +11623148    +32      -13014    +47  149 137  117   +9  250   +3 3D
 19 FF 60369 125800  780 440 1020    +5512948    +76      -12720    +21   52 104  115   +3  226   -7 23
 22 FF 60369 131400  780 155 1518    +9752863    +14      -13084    +75  126   4  294 +107  398  +17 67
 13 FF 60369 131400  780 672 1401    +3687722    -35      -12703    -69   86  11   87   -3  189  -16 33
 20 FF 60369 131400  780 230 3597    +6129583   +319      -13452   +334  329  33  203  +37  374  +12 7B
 17 FF 60369 131400  780 221 1300    +2833253    +59      -12984    +72   92  83  211  +44  345  +11 3A
 12 FF 60369 131400  780 399 2784   +14813982   -243      -12834   -207  218  26  124   -5  278  -25 94
 11 FF 60369 131400  780 164  204   +15904474     -7      -13610   +115  150  32  279  -19  374  -40 4D
 15 FF 60369 131400  780 489 2116    +8659696    -77      -12774   -117  175  13  106  -11  233  -35 84
 24 FF 60369 131400  780 187 2128   +14380714   -179      -13104   -121  249  87  247  -32  375  -45 9D
  5 FF 60369 131400  780 387 3204   +11623073   -416      -13104   -402  346 137  127  +12  255   +5 6B
 25 FF 60369 131400  780 128 2963    +5086610   -585      -13322   -598  538  35  354  -90  519  -71 9F
 19 FF 60369 131400  780 415 1125    +5512914     -5      -12678    -59   95 104  120   +7  221   -3 1E
 13 FF 60369 133000  780 715 1189    +3687492    +39      -12874     +4   57  11   84   -1  175  -13 1F
 17 FF 60369 133000  780 171 1351    +2833255    -17      -13022     -3   72  83  268  +81  356  +12 2A
 12 FF 60369 133000  780 414 2681   +14814047    -79      -12779    -42  151  26  121   -2  256  -20 54
 11 FF 60369 133000  780 178  271   +15904817   -224      -13358   -102  137  32  259  -22  335  -41 78
 15 FF 60369 133000  780 559 2161    +8659698    +44      -12736     +7  116  13   96   -8  202  -27 3A
 24 FF 60369 133000  780 214 2070   +14380878    -43      -13023    +15  123  87  218  -28  331  -44 60
  5 FF 60369 133000  780 344 3283   +11623109    +80      -13080    +94  129 137  141  +15  260   +5 46
 19 FF 60369 133000  780 379 1215    +5512877    +69      -12690    +18   69 104  130  +12  220   +0 40
 13 FF 60369 134600  780 726  907    +3687658    -85      -12675   -118  117  11   84   +0  164  -10 48
 20 FF 60369 134600  780 153  103    +6129534   -105      -13553    -91  123  33  299  +65  383   -4 46
 12 FF 60369 134600  780 420 2575   +14814102    -42      -12786     -7  115  26  119   +0  239  -15 3F
 15 FF 60369 134600  780 627 2240    +8659642    +44      -12752     +4  101  13   90   -5  179  -21 23
 24 FF 60369 134600  780 245 2013   +14380994   -239      -12933   -184  186  87  192  -25  289  -43 B2
  5 FF 60369 134600  780 301 3355   +11623037     +1      -13168    +14  119 137  158  +20  264   +3 33
 19 FF 60369 134600  780 333 1289    +5512731   +170      -12783   +115  113   6  145  +19  250   +5 53
 15 FF 60369 140200  780 686 2377    +8659623    +13      -12737    -24   91  23   86   -3  161  -16 35
 24 FF 60369 140200  780 281 1957   +14381086    -60      -12927     -2  135  93  169  -21  248  -40 63
  5 FF 60369 140200  780 261 3422   +11622949     +1      -13271    +14  190 138  181  +25  266   +0 32
 13 FF 60369 141800  780 643  474    +3687500    -30      -12766    -65  106  26   88   +4  149   -4 21
 15 FF 60369 141800  780 725 2602    +8659546   +211      -12800   +171  178  23   84   -1  147  -12 5B
 24 FF 60369 141800  780 321 1900   +14381124   -162      -12918   -104  170  93  150  -18  211  -37 7F
  5 FF 60369 141800  780 224 3486   +11622909   +190      -13298   +205  243 138  208  +31  264   -5 83
 13 FF 60369 143400  780 574  369    +3687431    +56      -12803    +22   71  26   95   +7  146   -2 0A
 15 FF 60369 143400  780 727 2891    +8659422   +158      -12886   +118  179  23   84   +1  136  -10 72
 24 FF 60369 143400  780 365 1842   +14381263    -58      -12863     +1   91  93  134  -15  177  -33 53
 19 FF 60369 143400  780 166 1422    +5512359   +227      -13009   +174  165   7  276  +98  271   +5 67
 29 FF 60369 145000  780 242 3269   +16045961   +159      -13132   +150  197  62  195  -51  256  -63 9F
 13 FF 60369 145000  780 500  305    +3687343    +93      -12885    +60   71  26  104  +11  145   +0 0F
  6 FF 60369 145000  780 158  990    +6111821    -75      -12839    +81  102  35  290   +8  230  -23 23
 15 FF 60369 145000  780 691 3130    +8659236    -47      -13035    -86  120  23   85   +2  127   -8 29
 24 FF 60369 145000  780 413 1781   +14381302    -31      -12879    +28  126  93  121  -12  147  -29 68
 29 FF 60369 150600  780 307 3237   +16046011    -36      -13073    -44  111  62  156  -30  202  -49 5C
 13 FF 60369 150600  780 425  266    +3687099   +236      -13069   +201  178  26  118  +17  146   +0 60
 12 FF 60369 150600  780 352 2098   +14814121   -114      -12939    -77  178  27  138   +6  182  -12 74
 15 FF 60369 150600  780 633 3285    +8659302   -159      -12905   -199  178  23   89   +5  120   -6 65
  5 FF 60369 150600  780 141   73   +11622942    +18      -13321    +31   99  18  323  +45  217  -27 1B
 25 FF 60369 150600  780 236 2444    +5087091   +140      -12793   +129  207  37  198   -1  249  -25 78
 29 FF 60369 152200  780 371 3191   +16046107    -44      -12969    -53  136  62  132  -19  160  -38 75
 13 FF 60369 152200  780 351  244    +3686988    +39      -13148     +5   41  26  138  +26  147   +0 17
  6 FF 60369 152200  780 135 1138    +6112074   -162      -12888     -5  100  35  336  +46  188  -20 43
 12 FF 60369 152200  780 333 2018   +14814081    +63      -12989    +99  164  27  145   +7  169  -13 66
 15 FF 60369 152200  780 566 3386    +8659266    +55      -12902    +15   93  23   95   +7  114   -4 26
 24 FF 60369 152200  780 519 1638   +14381390    -26      -12902    +31   70  93  101   -7   98  -21 35
 25 FF 60369 152200  780 238 2367    +5086889    +32      -12959    +21  146  37  197   -1  224  -25 5F
 29 FF 60369 153800  780 433 3128   +16046066   -103      -13000   -112  173  62  116  -13  128  -29 81
 13 FF 60369 153800  780 279  233    +3687013    +48      -13090    +12   85  26  170  +41  145   -4 20
  6 FF 60369 153800  780 113 1206    +6112095    -67      -13017    +88   95  35  398  +90  168  -20 45
 12 FF 60369 153800  780 317 1941   +14814069    +34      -13035    +71  164  27  152   +6  155  -16 57
 11 FF 60369 153800  780 309  907   +15906307    -60      -12865    +62  100  33  155   +1  101  -18 3B
 15 FF 60369 153800  780 498 3458    +8659064   +449      -13066   +409  344  23  104  +11  110   -4 7A
 24 FF 60369 153800  780 572 1543   +14381491    -77      -12829    -20   87  93   95   -5   80  -17 44
 25 FF 60369 153800  780 240 2292    +5086860    -89      -12976   -101  162  37  195   -1  200  -25 65
 29 FF 60369 155400  780 488 3043   +16046126    -95      -12937    -94  114  62  106   -8  103  -22 67
 13 FF 60369 155400  780 210  231    +3686975    +34      -13095     -1   78  26  221  +70  138  -11 1E
 12 FF 60369 155400  780 302 1865   +14814109    -55      -13062    -12   94  27  158   +6  138  -18 4C
 11 FF 60369 155400  780 303  996   +15906332     -8      -12932   +115  108  33  158   +5   87   +0 26
 15 FF 60369 155400  780 430 3516    +8659086    -36      -13028    -81  105  23  117  +15  105   -5 47
 24 FF 60369 155400  780 622 1420   +14381537    -10      -12861    +40   75  93   90   -3   64  -15 1E
 25 FF 60369 155400  780 243 2219    +5086800   +176      -13035   +178  227  37  193   -2  175  -26 76
 29 FF 60369 161000  780 534 2933   +16046065   +138      -13015   +129  147  63   99   -4   83  -18 68
 12 FF 60369 161000  780 291 1792   +14814097   -125      -13106    -90  123  30  164   +4  119  -20 5A
 15 FF 60369 161000  780 365 3566    +8658914    +35      -13137     -4   85  24  134  +20   98   -8 25
 24 FF 60369 161000  780 662 1253   +14381495   +242      -12930   +293  263  94   87   -1   53   -1 4B
 25 FF 60369 161000  780 247 2147    +5086681   +272      -13167   +260  311  50  190   -4  149  -26 6A
 29 FF 60369 162600  780 566 2797   +16046146     +9      -12899     +0   74  63   96   -2   67  -15 29
 18 FF 60369 162600  780 124 3396   +15647156   -254      -13161   -173  263   5  366 -168  150  -58 A9
 12 FF 60369 162600  780 283 1718   +14814071    +56      -13141    +93  149  30  168   +3   99  -22 4D
 11 FF 60369 162600  780 262 1161   +15906487   -125      -13013     -3   70  34  180  +19   95   +5 2E
 15 FF 60369 162600  780 303   12    +8658796   +133      -13216    +93  114  24  157  +28   88   -1 2C
 24 FF 60369 162600  780 680 1041   +14381653   -144      -12828    -86   84  14   86   +0   52   +0 25
  5 FF 60369 162600  780 105  396   +11623218    -74      -13090    -59  122  19  426  -17  133   -1 34
 25 FF 60369 162600  780 253 2076    +5086653   +160      -13157   +148  235  50  186   -5  123  -27 72
 32 FF 60369 162600  780 147 2339   +16126714   +183      -13277   +198  305  93  311  -79  184  -48 AC
 29 FF 60369 164200  780 579 2642   +16046066    +49      -12971    +42  106  63   94   +0   57   +0 2F
 18 FF 60369 164200  780 184 3418   +15647225    +38      -13168   +117  233   5  252  -84  112  -16 72
 12 FF 60369 164200  780 279 1645   +14814095    +55      -13152    +92  129  30  170   +1   92   +1 2E
 11 FF 60369 164200  780 228 1232   +15906537   -125      -13080     -3   85  34  204  +32  102   +8 33
 15 FF 60369 164200  780 247   58    +8658754   +187      -13220   +147  214  24  190  +40   98  +11 51
 24 FF 60369 164200  780 670  818   +14381654    -63      -12909     -5   71  14   87   +1   53   +1 F5
 25 FF 60369 164200  780 263 2006    +5086685    -24      -13114    -37  149  50  180   -7   97  -18 42
 32 FF 60369 164200  780 181 2401   +16126783   -383      -13222   -368  408  93  255  -42  142  -39 9A
 29 FF 60369 165800  780 574 2485   +16046025    +58      -13002    +49  131  63   95   +1   57   +0 2A
 18 FF 60369 165800  780 248 3435   +15647297    +78      -13174   +158  171   5  190  -49   98  -14 86
 12 FF 60369 165800  780 278 1571   +14814147   -114      -13161    -77  108  30  171   +0   92   +0 3F
 11 FF 60369 165800  780 188 1293   +15906616   -108      -13120    +13   68  34  246  +56  111  +11 66
 15 FF 60369 165800  780 195  104    +8658798    -46      -13165    -86  153  24  237  +59  109  +12 6A
 24 FF 60369 165800  780 633  634   +14381649    +94      -12943   +152  144  14   89   +4   54   +2 34
 25 FF 60369 165800  780 276 1936    +5086682    -65      -13133    -77  137  50  172   -8   92   -3 43
 32 FF 60369 165800  780 208 2471   +16126920   -490      -13100   -474  560  93  224  -24  108  -21 8D
 29 FF 60369 171400  780 552 2340   +16046003   +128      -13014   +118  119  63   97   +3   58   +1 3B
 18 FF 60369 171400  780 317 3446   +15647361    -64      -13213    +16   81   5  152  -31   85  -12 35
 12 FF 60369 171400  780 279 1496   +14814180    -22      -13163    +13  184  30  170   -1   92   -1 29
 11 FF 60369 171400  780 141 1343   +15906648   -118      -13206     +4   57  34  321 +111  123  +13 50
 24 FF 60369 171400  780 577  504   +14381658    -48      -13017    +11   32  14   94   +6   57   +3 02
 25 FF 60369 171400  780 293 1866    +5086652    +57      -13126    +46  120  50  163   -9   89   -3 34
 32 FF 60369 171400  780 227 2547   +16126898   +390      -13111   +406  389  93  206  -12  102   -3 81
 29 FF 60369 173000  780 518 2216   +16045910    +98      -13099    +89  146  63  101   +5   61   +3 3D
 18 FF 60369 173000  780 390 3451   +15647433    -80      -13190     +0   78   5  127  -21   74  -10 1E
 12 FF 60369 173000  780 283 1419   +14814283    -55      -13096    -18   73  30  168   -2   91   +0 24
 24 FF 60369 173000  780 511  416   +14381700    -21      -13032    +38   65  14  102  +10   61   +5 FB
 25 FF 60369 173000  780 313 1795    +5086637    -30      -13130    -42  120  50  153  -10   86   -3 25
 32 FF 60369 173000  780 238 2627   +16126916   -116      -13135   -100  214  93  197   -5  100   -1 5E
 29 FF 60369 174600  780 479 2110   +16045953   -183      -13048   -193  190  63  107   +7   64   +3 69
