CGGTTS  GENERIC DATA FORMAT VERSION = 2E
REV DATE = 2021-08-06
RCVR = ZED-F9T  ubx_s2 Ver. 2024-01-22
CH = 184
IMS = 99999
LAB = BBPPT
X = -1841427.00 m
Y =  6065411.00 m
Z =  -706844.00 m
FRAME = ITRF
COMMENTS =  Ext 1PPS OK
INT DLY =    0.0 ns
CAB DLY =  400.0 ns
REF DLY =    0.0 ns
REF = EXTERNAL
CKSUM = 32
SAT CL  MJD  STTIME TRKL ELV AZTH   REFSV      SRSV     REFSYS    SRSYS  DSG IOE MDTR SMDT MDIO SMDI FR HC FRC CK     TM2      STM2   MSEC    CLKB rcvTow   VLOS   ResPR      SRPR 
J04 FF 60377 015000  780 603 1470 +2147483647    +96 +2147483647    -42    6  37   90   +2  221  +14  0  0 L1C 95 -4375139591    -22    -7 +943147    994    377          +0     +0
J07 FF 60377 015000  780 653  730 +2147483647    +25 +2147483647    +26    8  37   86   +0  215   +9  0  0 L1C 7F -4375139591    -22    -7 +943147    994     -2          +0     +0
R01 FF 60377 015000  780 536 1873 +2147483647   -259 +2147483647   -247   15   8   97  +11  226  +34  1  0 L1C ED -4375139591    -22    -7 +943147    994      0        -507   +270
R22 FF 60377 015000  780 169  587 +2147483647   -126 +2147483647   -180   19   8  266  +54  486  +61 -3  0 L1C 08 -4375139591    -22    -7 +943147    994      0        +359   +130
R23 FF 60377 015000  780 469 1115 +2147483647   +144 +2147483647   +132   14   8  107   -5  256   +2  3  0 L1C C5 -4375139591    -22    -7 +943147    994      0        -301   -109
R24 FF 60377 015000  780 288 1821 +2147483647   +316 +2147483647   +304   22   8  162  -36  332  -27  2  0 L1C F2 -4375139591    -22    -7 +943147    994      0        +355   -285
G02 FF 60377 020600  780 329 1863 +2147483647   +382 +2147483647   +389   46   3  143  -20  331  -16  0  0 L1C EB -4375139603    +91    -7  +35996    994  13787        +399   -292
G03 FF 60377 020600  780 341 2315 +2147483647    -72 +2147483647   +174   42  36  139   +4  318  +21  0  0 L1C CB -4375139603    +91    -7  +35996    994  -1071        +275    -71
G04 FF 60377 020600  780 522 3300 +2147483647   +310 +2147483647   +393   57 206   99  -10  251  -15  0  0 L1C EE -4375139603    +91    -7  +35996    994   4342        -620   -290
G08 FF 60377 020600  780 791 3233 +2147483647    -29 +2147483647   +222   41  57   80   +2  208  +12  0  0 L1C BE -4375139603    +91    -7  +35996    994  -1647        -980   -111
G21 FF 60377 020600  780 403 1707 +2147483647   +488 +2147483647   +393   43 113  120  -12  295  -11  0  0 L1C 03 -4375139603    +91    -7  +35996    994  24051        +105   -294
G27 FF 60377 020600  780 453  248 +2147483647   +102 +2147483647    +31   49 108  110  +15  284  +48  0  0 L1C E1 -4375139603    +91    -7  +35996    994  -5087        -460    +79
G31 FF 60377 020600  780 238  739 +2147483647   +208 +2147483647   +229   41  17  193   -9  440   +3  0  0 L1C CA -4375139603    +91    -7  +35996    994  12017        +415   -129
E04 FF 60377 020600  780 827 1258 +2147483647   +234 +2147483647   +145   46 437   79   +1  207   +9  0  0 *E1 C0 -4375139603    +91    -7  +35996    994   -465          +0     +0
E09 FF 60377 020600  780 428 3277 +2147483647   +533 +2147483647   +398   60 438  115  -12  287  -15  0  0 *E1 00 -4375139603    +91    -7  +35996    994   3972        -445   -283
E11 FF 60377 020600  780 196 2032 +2147483647   +608 +2147483647   +258   51 438  231  -36  417   -5  0  0 *E1 DC -4375139603    +91    -7  +35996    994   3162          +0     +0
E12 FF 60377 020600  780 402 1461 +2147483647   +495 +2147483647   +326   45 438  121   -7  300   -2  0  0 *E1 BB -4375139603    +91    -7  +35996    994  27110         +81   -211
E14 FF 60377 020600  780 302  364 +2147483647    -43 +2147483647   +111   57 438  155  +27  379  +61  0  0 *E1 C9 -4375139603    +91    -7  +35996    994   1107          +0     +0
E19 FF 60377 020600  780 223 1440 +2147483647   -705 +2147483647    +15   48 438  205  +44  426  +60  0  0 *E1 D7 -4375139603    +91    -7  +35996    994  -4793          +0     +0
E31 FF 60377 020600  780 202 3594 +2147483647   +146 +2147483647   +138   53 438  224  +31  459  +52  0  0 *E1 ED -4375139603    +91    -7  +35996    994 -13288          +0     +0
C01 FF 60377 020600  780 462  845 +2147483647   +214 +2147483647   +227   44   2  108   +0  285  +11  0  0 B1i CB -4375139603    +91    -7  +35996    994    217          +0     +0
C02 FF 60377 020600  780 623 2827 +2147483647   -116 +2147483647   +223   43   2   88   +0  227   +9  0  0 B1i C5 -4375139603    +91    -7  +35996    994    182        -208   -313
C03 FF 60377 020600  780 829  348 +2147483647   -126 +2147483647   +223   44   2   79   +0  211   +9  0  0 B1i B5 -4375139603    +91    -7  +35996    994     36        -430   -314
C04 FF 60377 020600  780 291  871 +2147483647   +579 +2147483647   +218   44   2  160   +0  395  +14  0  0 B1i DE -4375139603    +91    -7  +35996    994    186        +845   -307
C05 FF 60377 020600  780 343 2754 +2147483647   +868 +2147483647   +237   44   2  138   +0  326  +14  0  0 B1i F0 -4375139603    +91    -7  +35996    994    247        +226   +151
C06 FF 60377 020600  780 400  171 +2147483647   +134 +2147483647   +389   54   2  121   -8  315   -6  0  0 B1i C0 -4375139603    +91    -7  +35996    994  20826        +224   -479
C07 FF 60377 020600  780 595 3448 +2147483647   +773 +2147483647   +162   53   2   91   +3  237  +18  0  0 B1i EA -4375139603    +91    -7  +35996    994  -1799        -242   -251
C08 FF 60377 020600  780 287 1850 +2147483647   +466 +2147483647   +158   48   2  162   +5  364  +22  0  0 B1i F9 -4375139603    +91    -7  +35996    994  -7656       +1105   -248
C09 FF 60377 020600  780 318   26 +2147483647   +827 +2147483647   +310   47   2  148  -11  365   -4  0  0 B1i CB -4375139603    +91    -7  +35996    994  17926        +416   -402
C10 FF 60377 020600  780 634 3167 +2147483647   +374 +2147483647   +231   40   2   87   +3  227  +16  0  0 B1i D4 -4375139603    +91    -7  +35996    994  -8345        -290   -321
C13 FF 60377 020600  780 308 2019 +2147483647    +95 +2147483647   +113   39   2  152   +6  346  +23  0  0 B1i D3 -4375139603    +91    -7  +35996    994  -1188        +979   -202
C16 FF 60377 020600  780 418  249 +2147483647   +566 +2147483647   +342   45   2  117   -8  306   -6  0  0 B1i D3 -4375139603    +91    -7  +35996    994  20792        +165   -433
J02 FF 60377 020600  780 265  304 +2147483647    +97 +2147483647   +240   44  37  174   +3  409  +20  0  0 L1C BE -4375139603    +91    -7  +35996    994  -1398        +199   -131
J03 FF 60377 020600  780 410  897 +2147483647   +283 +2147483647   +253   41  37  119   -2  305   +8  0  0 L1C C7 -4375139603    +91    -7  +35996    994   1625         -57   -147
J04 FF 60377 020600  780 582 1483 +2147483647   +285 +2147483647   +139   44  37   92   +2  234  +14  0  0 L1C DE -4375139603    +91    -7  +35996    994 -11150          +0     +0
J07 FF 60377 020600  780 653  730 +2147483647   +214 +2147483647   +215   43  37   86   +0  224   +9  0  0 L1C B0 -4375139603    +91    -7  +35996    994     -2          +0     +0
R01 FF 60377 020600  780 450 1830 +2147483647    -96 +2147483647    -87   44  10  111  +17  264  +45  1  0 L1C DC -4375139603    +91    -7  +35996    994      0         -28   +974
R02 FF 60377 020600  780 582 2799 +2147483647   +241 +2147483647   +241   44  10   92   -2  223   +5 -4  0 L1C D9 -4375139603    +91    -7  +35996    994      0        -628   +644
R23 FF 60377 020600  780 488  974 +2147483647   +312 +2147483647   +303   44  10  104   -2  260   +7  3  0 L1C C7 -4375139603    +91    -7  +35996    994      0        -212   +581
R24 FF 60377 020600  780 360 1772 +2147483647   +518 +2147483647   +500   41  10  133  -24  306  -28  2  0 L1C F9 -4375139603    +91    -7  +35996    994      0        +264   +384
G02 FF 60377 023400  780 423 1752 +2147483647   +273 +2147483647   +282   18   3  116  -13  303  -16  0  0 L1C DB -4375139748   -167    -6 +194285    994  24569        +160    -32
G03 FF 60377 023400  780 319 2166 +2147483647   -233 +2147483647    +13   25  36  147   +6  355  +23  0  0 L1C D1 -4375139748   -167    -6 +194285    994  -1170        +528   +238
G04 FF 60377 023400  780 647 3157 +2147483647   +127 +2147483647   +209   35 206   86   -5  236   -4  0  0 L1C E0 -4375139748   -167    -6 +194285    994   2589        -719    +39
G08 FF 60377 023400  780 657 3490 +2147483647   -282 +2147483647    -32   27  57   86   +6  236  +23  0  0 L1C D8 -4375139748   -167    -6 +194285    994 -15530        -776   +282
G09 FF 60377 023400  780 214 3197 +2147483647   +156 +2147483647   +278   38  23  213  -58  456  -43  0  0 L1C 0E -4375139748   -167    -6 +194285    994   5811        +392    -35
G21 FF 60377 023400  780 488 1553 +2147483647   +393 +2147483647   +293   12 113  104   -8  278   -8  0  0 L1C F4 -4375139748   -167    -6 +194285    994  28640         -92    -41
G27 FF 60377 023400  780 321  221 +2147483647    -46 +2147483647   -118   15 108  147  +31  385  +73  0  0 L1C E5 -4375139748   -167    -6 +194285    994 -18642         -28   +366
G31 FF 60377 023400  780 250  879 +2147483647    +68 +2147483647    +96   14  17  184   -1  450  +10  0  0 L1C B7 -4375139748   -167    -6 +194285    994    255        +532   +158
E09 FF 60377 023400  780 520 3179 +2147483647   +337 +2147483647   +201   25 440   99   -7  267   -8  0  0 *E1 C5 -4375139748   -167    -6 +194285    994   2908        -487    +34
E10 FF 60377 023400  780 410 1677 +2147483647   +301 +2147483647   +271   15 440  119  -10  311  -10  0  0 *E1 CB -4375139748   -167    -6 +194285    994  24042          +0     +0
E11 FF 60377 023400  780 257 1961 +2147483647   +618 +2147483647   +267   33 440  179  -26  401  -14  0  0 *E1 F2 -4375139748   -167    -6 +194285    994   3690          +0     +0
E12 FF 60377 023400  780 451 1327 +2147483647   +424 +2147483647   +253   16 439  110   -5  297   -2  0  0 *E1 C2 -4375139748   -167    -6 +194285    994  25920         +64    -18
E14 FF 60377 023400  780 200  336 +2147483647   -216 +2147483647   -176   15 440  228  +68  506  +91  0  0 *E1 D9 -4375139748   -167    -6 +194285    994    223          +0     +0
E19 FF 60377 023400  780 151 1461 +2147483647   -963 +2147483647   -250   38 440  318  +89  539  +71  0  0 *E1 01 -4375139748   -167    -6 +194285    994  -5181          +0     +0
E24 FF 60377 023400  780 223 3160 +2147483647   +174 +2147483647    -38   11 440  204  +19  445  +40  0  0 *E1 C9 -4375139748   -167    -6 +194285    994  -2076          +0     +0
E31 FF 60377 023400  780 159   74 +2147483647    +47 +2147483647    +38   27 440  280  +35  543  +48  0  0 *E1 AD -4375139748   -167    -6 +194285    994  -3193          +0     +0
E33 FF 60377 023400  780 188  744 +2147483647   +110 +2147483647   +115   15 440  239  +15  522  +33  0  0 *E1 CE -4375139748   -167    -6 +194285    994  -1248        +692   +121
C01 FF 60377 023400  780 462  845 +2147483647   +113 +2147483647   +127   12   2  108   +0  303  +10  0  0 B1i BA -4375139748   -167    -6 +194285    994    219          +0     +0
C02 FF 60377 023400  780 624 2820 +2147483647   -214 +2147483647   +124   12   2   88   +0  242   +9  0  0 B1i B8 -4375139748   -167    -6 +194285    994    162        -307    +41
C03 FF 60377 023400  780 830  353 +2147483647   -233 +2147483647   +116   13   2   79   +0  225   +8  0  0 B1i AA -4375139748   -167    -6 +194285    994     60        -528    +49
C04 FF 60377 023400  780 291  870 +2147483647   +483 +2147483647   +121   12   2  160   +0  418  +13  0  0 B1i C7 -4375139748   -167    -6 +194285    994    169        +743    +46
C05 FF 60377 023400  780 343 2751 +2147483647   +779 +2147483647   +148   15   2  138   +0  350  +13  0  0 B1i EA -4375139748   -167    -6 +194285    994    238        +184   +635
C06 FF 60377 023400  780 457  184 +2147483647    +18 +2147483647   +271   16   2  109   -7  304   -7  0  0 B1i BA -4375139748   -167    -6 +194285    994  16547         -72   -106
C07 FF 60377 023400  780 535 3445 +2147483647   +646 +2147483647    +36   33   2   97   +4  269  +21  0  0 B1i D5 -4375139748   -167    -6 +194285    994  -1991        -221   +133
C08 FF 60377 023400  780 276 1806 +2147483647   +309 +2147483647     +2   18   2  167   +2  398  +18  0  0 B1i D4 -4375139748   -167    -6 +194285    994  -2199       +1063   +165
C09 FF 60377 023400  780 365   33 +2147483647   +691 +2147483647   +172   15   2  131   -9  355   -8  0  0 B1i BE -4375139748   -167    -6 +194285    994  20025        +171     -5
C10 FF 60377 023400  780 574 3209 +2147483647   +269 +2147483647   +127   15   2   93   +4  256  +19  0  0 B1i E1 -4375139748   -167    -6 +194285    994 -11978        -290    +40
C13 FF 60377 023400  780 292 1973 +2147483647    +92 +2147483647   +110   12   2  159   +3  383  +20  0  0 B1i D1 -4375139748   -167    -6 +194285    994   -713        +992    +56
C16 FF 60377 023400  780 478  268 +2147483647   +389 +2147483647   +163   31   2  105   -6  295   -7  0  0 B1i DD -4375139748   -167    -6 +194285    994   2721         -76     +2
J02 FF 60377 023400  780 259  310 +2147483647    -29 +2147483647   +113   12  41  178   +1  440  +17  0  0 L1C B4 -4375139748   -167    -6 +194285    994   1175        +287   +137
J03 FF 60377 023400  780 422  825 +2147483647   +177 +2147483647   +166   19  41  116   -1  318   +7  0  0 L1C C6 -4375139748   -167    -6 +194285    994  -1870         -44    +82
J04 FF 60377 023400  780 546 1492 +2147483647   +229 +2147483647    +73   11  41   96   +2  259  +15  0  0 L1C CB -4375139748   -167    -6 +194285    994  -9192          +0     +0
J07 FF 60377 023400  780 653  730 +2147483647   +121 +2147483647   +122   13  41   86   +0  238   +8  0  0 L1C A7 -4375139748   -167    -6 +194285    994     -1          +0     +0
R01 FF 60377 023400  780 312 1760 +2147483647   -139 +2147483647   -130   17  12  151  +33  356  +64  1  0 L1C F6 -4375139748   -167    -6 +194285    994      0        +664   +288
R02 FF 60377 023400  780 565 2475 +2147483647    -25 +2147483647    -25   29  12   94   +3  241  +16 -4  0 L1C CE -4375139748   -167    -6 +194285    994      0        -279   +181
R03 FF 60377 023400  780 232 3073 +2147483647   +213 +2147483647   +213   16  12  198  -37  420  -26  5  0 L1C FB -4375139748   -167    -6 +194285    994      0        +241    -61
R23 FF 60377 023400  780 475  717 +2147483647   +112 +2147483647   +103   13  12  106   +4  283  +21  3  0 L1C CC -4375139748   -167    -6 +194285    994      0         -89    +53
R24 FF 60377 023400  780 497 1679 +2147483647   +381 +2147483647   +363   18  12  102  -13  265  -20  2  0 L1C 0C -4375139748   -167    -6 +194285    994      0          -6   -208
G02 FF 60377 025000  780 481 1679 +2147483647   +302 +2147483647   +313    9   3  105  -10  289  -14  0  0 L1C CF -4375139886    -78    -6 +284548    994  27673         +77   -174
G03 FF 60377 025000  780 306 2085 +2147483647   -184 +2147483647    +63   24  36  153   +6  377  +22  0  0 L1C D4 -4375139886    -78    -6 +284548    994  -1063        +675    +76
G04 FF 60377 025000  780 706 2990 +2147483647    -27 +2147483647    +63    9 206   83   -3  235   +1  0  0 L1C A3 -4375139886    -78    -6 +284548    994    983        -669    +83
G08 FF 60377 025000  780 576 3544 +2147483647   -288 +2147483647    -37   27  57   93   +8  262  +32  0  0 L1C E0 -4375139886    -78    -6 +284548    994 -21630        -553   +166
G09 FF 60377 025000  780 273 3154 +2147483647   +174 +2147483647   +296   16  23  170  -34  417  -37  0  0 L1C 02 -4375139886    -78    -6 +284548    994   5192        +232   -182
G21 FF 60377 025000  780 535 1443 +2147483647   +310 +2147483647   +208   13 113   97   -6  272   -5  0  0 L1C CB -4375139886    -78    -6 +284548    994  27681        -119    -75
G27 FF 60377 025000  780 249  219 +2147483647    -60 +2147483647   -133   14 108  185  +50  462  +89  0  0 L1C F1 -4375139886    -78    -6 +284548    994 -23467        +280   +271
G31 FF 60377 025000  780 248  961 +2147483647     +9 +2147483647    +43   10  17  185   +4  462  +16  0  0 L1C 9E -4375139886    -78    -6 +284548    994   -689        +697    +98
E04 FF 60377 025000  780 659 1643 +2147483647    +30 +2147483647    -61    7 441   86   +5  241  +18  0  0 *E1 91 -4375139886    -78    -6 +284548    994  -2480          +0     +0
E09 FF 60377 025000  780 566 3094 +2147483647   +247 +2147483647   +110   14 441   93   -5  261   -4  0  0 *E1 B5 -4375139886    -78    -6 +284548    994  12699        -489    +47
E10 FF 60377 025000  780 452 1619 +2147483647   +302 +2147483647   +272   16 440  110   -9  301  -10  0  0 *E1 BC -4375139886    -78    -6 +284548    994  26413          +0     +0
E11 FF 60377 025000  780 298 1924 +2147483647   +579 +2147483647   +227   38 441  157  -21  385  -18  0  0 *E1 02 -4375139886    -78    -6 +284548    994   3892          +0     +0
E12 FF 60377 025000  780 477 1240 +2147483647   +379 +2147483647   +207    9 441  106   -4  296   -1  0  0 *E1 B7 -4375139886    -78    -6 +284548    994  23057         +34    -50
E14 FF 60377 025000  780 152  333 +2147483647    +53 +2147483647    +50    9 441  316 +109  602 +105  0  0 *E1 B3 -4375139886    -78    -6 +284548    994   -317          +0     +0
E24 FF 60377 025000  780 203 3217 +2147483647   +309 +2147483647    +94   23 441  223  +20  484  +40  0  0 *E1 C8 -4375139886    -78    -6 +284548    994  -1890          +0     +0
E33 FF 60377 025000  780 174  681 +2147483647   +119 +2147483647   +125   20 441  258  +25  557  +40  0  0 *E1 D6 -4375139886    -78    -6 +284548    994  -1767        +756    +35
C01 FF 60377 025000  780 462  845 +2147483647    +88 +2147483647   +102    5   2  108   +0  312  +10  0  0 B1i 9E -4375139886    -78    -6 +284548    994    218          +0     +0
C02 FF 60377 025000  780 624 2817 +2147483647   -239 +2147483647    +99    6   2   88   +0  250   +8  0  0 B1i AF -4375139886    -78    -6 +284548    994    152        -330    -12
C03 FF 60377 025000  780 830  356 +2147483647   -261 +2147483647    +88    5   2   79   +0  232   +7  0  0 B1i 92 -4375139886    -78    -6 +284548    994     74        -544     -4
C04 FF 60377 025000  780 291  869 +2147483647   +458 +2147483647    +97    7   2  160   +0  430  +12  0  0 B1i B8 -4375139886    -78    -6 +284548    994    158        +708    -64
C05 FF 60377 025000  780 343 2749 +2147483647   +754 +2147483647   +123    7   2  138   +0  362  +13  0  0 B1i D5 -4375139886    -78    -6 +284548    994    233        +415     -7
C06 FF 60377 025000  780 493  189 +2147483647    -15 +2147483647   +244    8   2  103   -6  297   -7  0  0 B1i B1 -4375139886    -78    -6 +284548    994   2502        -169   -167
C07 FF 60377 025000  780 503 3447 +2147483647   +657 +2147483647    +50    8   2  101   +5  290  +22  0  0 B1i BE -4375139886    -78    -6 +284548    994  -2053        -221    +26
C08 FF 60377 025000  780 275 1781 +2147483647   +361 +2147483647    +54   16   2  168   +0  413  +14  0  0 B1i D5 -4375139886    -78    -6 +284548    994    986       +1059    +23
C09 FF 60377 025000  780 395   34 +2147483647   +735 +2147483647   +220   17   2  123   -8  347   -9  0  0 B1i BD -4375139886    -78    -6 +284548    994  20724         +61   -143
C10 FF 60377 025000  780 540 3229 +2147483647   +115 +2147483647    -43   10   2   96   +4  275  +20  0  0 B1i B6 -4375139886    -78    -6 +284548    994 -13728        -230   +121
C13 FF 60377 025000  780 287 1947 +2147483647   +123 +2147483647   +131   13   2  162   +2  400  +17  0  0 B1i D8 -4375139886    -78    -6 +284548    994   -421       +1002    -54
C16 FF 60377 025000  780 515  279 +2147483647   +364 +2147483647   +139   10   2  100   -5  289   -6  0  0 B1i CA -4375139886    -78    -6 +284548    994   2619        -202    -63
C23 FF 60377 025000  780 162  579 +2147483647   +145 +2147483647   +152   21   2  276  -21  584   -3  0  0 B1i DA -4375139886    -78    -6 +284548    994  23844        +947    -77
J02 FF 60377 025000  780 258  315 +2147483647    -51 +2147483647    +90    9  41  178   +0  455  +14  0  0 L1C 9D -4375139886    -78    -6 +284548    994   2620        +399    +45
J03 FF 60377 025000  780 427  783 +2147483647   +132 +2147483647   +133    6  41  115   -1  325   +8  0  0 L1C A7 -4375139886    -78    -6 +284548    994  -1971         +24     -2
J04 FF 60377 025000  780 526 1491 +2147483647   +197 +2147483647    +36    5  41   98   +3  274  +15  0  0 L1C BC -4375139886    -78    -6 +284548    994  -7747          +0     +0
J07 FF 60377 025000  780 653  730 +2147483647   +100 +2147483647   +101    5  41   86   +0  246   +8  0  0 L1C 8F -4375139886    -78    -6 +284548    994      0          +0     +0
R01 FF 60377 025000  780 241 1719 +2147483647   -223 +2147483647   -211   14  12  190  +51  422  +73  1  0 L1C ED -4375139886    -78    -6 +284548    994      0        +950   +277
R02 FF 60377 025000  780 525 2322 +2147483647   -154 +2147483647   -166   22  12   98   +6  260  +24 -4  0 L1C E8 -4375139886    -78    -6 +284548    994      0        -179   +229
R03 FF 60377 025000  780 272 2988 +2147483647   +216 +2147483647   +299   34  12  171  -21  399  -17  5  0 L1C 1B -4375139886    -78    -6 +284548    994      0         +99   -327
R23 FF 60377 025000  780 440  588 +2147483647    +95 +2147483647   +154   20  12  112   +9  309  +33  3  0 L1C CA -4375139886    -78    -6 +284548    994      0         -51    -19
R24 FF 60377 025000  780 581 1609 +2147483647   +335 +2147483647   +311   14  12   92   -9  249  -13  2  0 L1C E2 -4375139886    -78    -6 +284548    994      0        -269   -249
G02 FF 60377 030600  780 539 1592 +2147483647   +150 +2147483647   +164    7   4   97   -7  277  -11  0  0 L1C BD -4375139915    -34    -6 +374990    994  28289         -98   -136
G03 FF 60377 030600  780 295 2007 +2147483647   -269 +2147483647    -23   25  63  158   +5  398  +21  0  0 L1C E0 -4375139915    -34    -6 +374990    994   -861        +788    +52
G04 FF 60377 030600  780 739 2724 +2147483647    -75 +2147483647     +6   15 207   81   -1  238   +5  0  0 L1C A7 -4375139915    -34    -6 +374990    994  -6396        -611    +23
G08 FF 60377 030600  780 498 3582 +2147483647   -378 +2147483647   -127   21  58  102  +12  297  +42  0  0 L1C 0D -4375139915    -34    -6 +374990    994 -25664        -410   +155
G09 FF 60377 030600  780 329 3098 +2147483647    -50 +2147483647    +73   14  24  144  -21  385  -30  0  0 L1C DA -4375139915    -34    -6 +374990    994   4448        +115    -46
G21 FF 60377 030600  780 574 1309 +2147483647   +257 +2147483647   +156   10 115   93   -4  269   -1  0  0 L1C D8 -4375139915    -34    -6 +374990    994  24078        -261   -128
G27 FF 60377 030600  780 181  225 +2147483647   -234 +2147483647   -303   13 110  250  +89  555 +104  0  0 L1C 01 -4375139915    -34    -6 +374990    994 -18679        +498   +338
G31 FF 60377 030600  780 239 1040 +2147483647    -84 +2147483647    -53    8  18  192  +10  481  +24  0  0 L1C C0 -4375139915    -34    -6 +374990    994  -1385        +775    +82
E04 FF 60377 030600  780 594 1662 +2147483647    -88 +2147483647   -178    9 442   91   +6  261  +24  0  0 *E1 B9 -4375139915    -34    -6 +374990    994  -5512          +0     +0
E09 FF 60377 030600  780 604 2983 +2147483647   +182 +2147483647    +45   11 442   90   -3  259   +0  0  0 *E1 A5 -4375139915    -34    -6 +374990    994   6668        -494    +29
E10 FF 60377 030600  780 497 1555 +2147483647   +210 +2147483647   +180   10 440  102   -7  292   -9  0  0 *E1 BC -4375139915    -34    -6 +374990    994  27216          +0     +0
E11 FF 60377 030600  780 343 1889 +2147483647   +555 +2147483647   +203   41 441  138  -17  367  -20  0  0 *E1 F0 -4375139915    -34    -6 +374990    994  13548          +0     +0
E12 FF 60377 030600  780 499 1144 +2147483647   +278 +2147483647   +105   12 442  102   -3  296   +1  0  0 *E1 BF -4375139915    -34    -6 +374990    994  18767         -13    -31
E24 FF 60377 030600  780 186 3272 +2147483647   +125 +2147483647    -89   19 442  242  +20  521  +38  0  0 *E1 DD -4375139915    -34    -6 +374990    994  -1612          +0     +0
E33 FF 60377 030600  780 154  621 +2147483647    +88 +2147483647    +95   30 442  289  +38  599  +47  0  0 *E1 D2 -4375139915    -34    -6 +374990    994  -2312        +800    -19
C01 FF 60377 030600  780 462  844 +2147483647    +19 +2147483647    +33    6   3  108   +0  321   +9  0  0 B1i 86 -4375139915    -34    -6 +374990    994    232          +0     +0
C02 FF 60377 030600  780 625 2814 +2147483647   -303 +2147483647    +33    7   3   88   +0  258   +8  0  0 B1i A5 -4375139915    -34    -6 +374990    994    171        -346     +0
C03 FF 60377 030600  780 831  358 +2147483647   -321 +2147483647    +28    5   3   79   +0  239   +7  0  0 B1i 96 -4375139915    -34    -6 +374990    994     69        -549     +4
C04 FF 60377 030600  780 291  868 +2147483647   +397 +2147483647    +40    9   3  160   +0  442  +12  0  0 B1i B5 -4375139915    -34    -6 +374990    994    173        +656     -7
C05 FF 60377 030600  780 344 2748 +2147483647   +677 +2147483647    +46    7   3  138   +0  374  +12  0  0 B1i D2 -4375139915    -34    -6 +374990    994    242        +387    -13
C06 FF 60377 030600  780 529  191 +2147483647   -190 +2147483647    +63   22   3   98   -5  291   -6  0  0 B1i B1 -4375139915    -34    -6 +374990    994   2388        -266    -29
C07 FF 60377 030600  780 472 3450 +2147483647   +613 +2147483647     +3   12   3  106   +5  312  +24  0  0 B1i B3 -4375139915    -34    -6 +374990    994  -2080        -181    +30
C08 FF 60377 030600  780 277 1756 +2147483647   +379 +2147483647    +73   19   3  167   -2  425  +10  0  0 B1i EB -4375139915    -34    -6 +374990    994   4151       +1034    -39
C09 FF 60377 030600  780 426   31 +2147483647   +554 +2147483647    +31   10   3  115   -7  338   -9  0  0 B1i A0 -4375139915    -34    -6 +374990    994  18020         -50     +2
C10 FF 60377 030600  780 507 3246 +2147483647   +155 +2147483647    +12    9   3  101   +5  295  +22  0  0 B1i B9 -4375139915    -34    -6 +374990    994 -15202        -197    +21
C13 FF 60377 030600  780 285 1922 +2147483647     +5 +2147483647    +24   25   3  163   +0  415  +14  0  0 B1i A7 -4375139915    -34    -6 +374990    994   -122       +1033    +11
C16 FF 60377 030600  780 554  288 +2147483647   +374 +2147483647   +146   12   3   95   -5  283   -5  0  0 B1i C7 -4375139915    -34    -6 +374990    994   2472        -296   -113
C23 FF 60377 030600  780 175  645 +2147483647    +53 +2147483647    +68   13   3  257  -18  580   -5  0  0 B1i C3 -4375139915    -34    -6 +374990    994  19830        +901    -36
J02 FF 60377 030600  780 258  322 +2147483647   -119 +2147483647    +21    5  41  178   -1  468  +12  0  0 L1C AD -4375139915    -34    -6 +374990    994   4022        +401     +8
J03 FF 60377 030600  780 431  741 +2147483647    +38 +2147483647    +49    6  41  114   -1  332   +8  0  0 L1C 86 -4375139915    -34    -6 +374990    994  -2072         -13    -21
J04 FF 60377 030600  780 508 1486 +2147483647   +168 +2147483647     +2    7  41  101   +3  288  +15  0  0 L1C B1 -4375139915    -34    -6 +374990    994  -6106          +0     +0
J07 FF 60377 030600  780 653  731 +2147483647    +27 +2147483647    +28    6  41   86   +0  253   +7  0  0 L1C 80 -4375139915    -34    -6 +374990    994      0          +0     +0
R01 FF 60377 030600  780 177 1675 +2147483647   -262 +2147483647   -253   36  14  255  +87  495  +79  1  0 L1C 22 -4375139915    -34    -6 +374990    994      0       +1191   +285
R02 FF 60377 030600  780 474 2198 +2147483647   -234 +2147483647   -234   13  14  106  +10  287  +31 -4  0 L1C 0D -4375139915    -34    -6 +374990    994      0          +0   +259
R03 FF 60377 030600  780 301 2891 +2147483647    -10 +2147483647    -10   17  14  155  -12  387   -8  5  0 L1C CA -4375139915    -34    -6 +374990    994      0         +46    +76
R17 FF 60377 030600  780 200 1972 +2147483647   +381 +2147483647   +408   34  14  228  -85  461  -53  4  0 L1C 10 -4375139915    -34    -6 +374990    994      0          +0     +0
R23 FF 60377 030600  780 391  481 +2147483647    -63 +2147483647    -72   16  14  124  +15  346  +47  3  0 L1C D4 -4375139915    -34    -6 +374990    994      0         -10    +98
R24 FF 60377 030600  780 665 1504 +2147483647   +203 +2147483647   +185   10  14   85   -6  240   -5  2  0 L1C C9 -4375139915    -34    -6 +374990    994      0        -465   -161
G02 FF 60377 032200  780 596 1482 +2147483647   +185 +2147483647   +203   11   4   91   -5  269   -6  0  0 L1C B6 -4375139967    -65    -6 +465412    994  26300        -245   -143
G03 FF 60377 032200  780 286 1930 +2147483647   -281 +2147483647    -35   22  63  162   +4  418  +19  0  0 L1C D6 -4375139967    -65    -6 +465412    994   -585        +841    +97
