CGGTTS GPS DATA FORMAT VERSION = 01
REV DATE = 2004-02018
RECV = Freqtime remote calibration receiver  ver.1.25RTCXO
CH = 12
IMS = 2606825
LAB = ID0057
X = -1817480.29m
Y = +6073152.81m
Z = -701361.23m
FRAME = WGS-84
COMMENT = UTC(IDN)
INT DLY =        0.0 ns
CAB DLY =      399.0 ns
REF DLY =       60.0 ns
REF = EXTERNAL
CKSUM = AA

PRN CL  MJD  STTIME TRKL ELV AZTH   REFSV      SRSV     REFGPS    SRGPS  DSG IOE MDTR SMDT MDIO SMDI CK
 30 FF 60369 081000  780 662 2539    +4262505   +137      -16980    +58  106   1   87   +0  323   -2 1F
  6 FF 60369 081000  780 525 2694    -3879094   -231      -16970    -99  130  29  101   +0  370   -1 42
 11 FF 60369 081000  780 265 2348    +5915917   -115      -16889    -18  100  30  179  -26  531  -46 7D
  9 FF 60369 081000  780 252 1541    -1082672   +205      -16948    +44   81  30  187   +6  527   +4 28
 19 FF 60369 081000  780 138 3190    -4473362   +105      -16909    +24   75  95  329  +25  741  +16 69
 14 FF 60369 081000  780 376   68    -3382335    +95      -16967    -32   78 188  131  -18  443  -57 5B
  3 FF 60369 081000  780 234  598    -2231205   +124      -16925   -155  183  71  200  +33  615  +49 53
 22 FF 60369 082600  780 271 3532     -234982    -29      -16840    +28   81  61  175  -35  544  -77 4E
  7 FF 60369 082600  780 480 1732     +732273   -148      -16879    -63   84 122  107  +12  381  +35 58
 17 FF 60369 082600  780 149 3537    -7153924   +165      -16890   +173  180  12  306   +8  760   -1 6C
 30 FF 60369 082600  780 643 2342    +4262462   +145      -16919    +89  110   1   88   +2  324   +3 22
  6 FF 60369 082600  780 517 2831    -3878981   -289      -16979   -141  214  29  102   +2  371   +5 6A
 11 FF 60369 082600  780 303 2419    +5916058    -65      -16866    +53   77  30  158  -16  492  -35 62
  9 FF 60369 082600  780 244 1468    -1082856   +107      -16928    -27   87  30  192   +4  530   +0 34
 19 FF 60369 082600  780 129 3257    -4473408    +67      -16880    +12   63  95  351  +19  753   +7 55
 20 FF 60369 082600  780 149 2116    -3857098    -55      -16849    -46   78 181  307 -125  651  -86 98
 14 FF 60369 082600  780 440  119    -3382449    +37      -16935    -65   97 188  115  -13  392  -48 6B
  3 FF 60369 082600  780 191  534    -2231401   +209      -16873    -28  113  11  242  +56  669  +62 47
 22 FF 60369 084200  780 331 3564     -234950    -87      -16852    -55  131  61  146  -25  474  -69 5E
  7 FF 60369 084200  780 409 1692     +732356   -122      -16918    -63   91 122  122  +17  418  +42 4F
 17 FF 60369 084200  780 148    0    -7153940    +21      -16933     +6   78  12  309   -1  753  -13 EE
 30 FF 60369 084200  780 605 2183    +4262434     +2      -16911    -78   90   1   92   +4  330   +8 E6
  6 FF 60369 084200  780 494 2958    -3878821   -165      -16982    -41   98  29  105   +5  381  +13 61
 11 FF 60369 084200  780 331 2501    +5916116    -21      -16911    +69  122  30  146   -9  463  -24 3C
  9 FF 60369 084200  780 239 1394    -1082941   +213      -16954    +52   81  30  196   +3  530   -1 28
 19 FF 60369 084200  780 124 3324    -4473422   -156      -16853   -236  226  95  365   +9  755   -3 75
 20 FF 60369 084200  780 212 2112    -3857114     +1      -16891    -15  122 181  220  -65  570  -81 4A
 14 FF 60369 084200  780 506  180    -3382534   +111      -16964    -15   70 188  103   -9  350  -38 4D
  3 FF 60369 084200  780 143  479    -2231616   +108      -16875   -154  188  11  317 +110  735  +75 76
 22 FF 60369 085800  780 397 3594     -234984    -91      -16850   -111  122  61  125  -18  413  -58 73
  7 FF 60369 085800  780 343 1653     +732423   -130      -16843   -124  150 122  141  +23  462  +47 63
 17 FF 60369 085800  780 151   63    -7153992     +2      -16877    -62  107  12  303  -11  735  -24 2F
 30 FF 60369 085800  780 557 2061    +4262319    +26      -16857   -104  132   1   97   +6  341  +14 38
 11 FF 60369 085800  780 350 2591    +5916202    -10      -16850    +32   75  30  139   -4  444  -14 31
  9 FF 60369 085800  780 236 1320    -1083092   +103      -16834   -107  114  30  198   +1  526   -4 42
 19 FF 60369 085800  780 123 3390    -4473536   +106      -16797    -25   62  95  368   -4  747  -14 71
 20 FF 60369 085800  780 277 2117    -3857173   +109      -16870    +42   72 181  172  -39  496  -72 8C
 14 FF 60369 085800  780 573  257    -3382629   +141      -16870    -35   90 188   95   -7  318  -28 60
 22 FF 60369 091400  780 466   25     -234926    -76      -16897   +165  190  61  110  -13  362  -47 47
  7 FF 60369 091400  780 282 1613     +732505   -129      -16892   +140  171 122  168  +33  509  +49 74
 17 FF 60369 091400  780 159  126    -7153908    -59      -16880   +136  137  12  288  -19  708  -33 7C
 30 FF 60369 091400  780 504 1964    +4262319    -15      -16880   +113  116   1  103   +8  357  +19 42
  6 FF 60369 091400  780 417 3165    -3878475   -307      -16885    +24   72  29  120  +10  421  +27 58
 11 FF 60369 091400  780 357 2687    +5916334   -153      -16856   +151  142  30  136   -1  434   -6 62
  9 FF 60369 091400  780 234 1243    -1083142    -23      -16860    +56  116  30  200   +1  521   -5 0A
 19 FF 60369 091400  780 127 3455    -4473518    -23      -16799   +105  130  95  357  -18  728  -26 90
 20 FF 60369 091400  780 344 2133    -3857216    +83      -16944   +274  260   4  141  -25  464  -66 64
 14 FF 60369 091400  780 636  367    -3382684    +47      -16875   +128  138 188   89   -4  295  -19 7E
 22 FF 60369 093000  780 539   60     -234846    -75      -16889    -66   80  61   99   -9  321  -36 14
  7 FF 60369 093000  780 226 1571     +732584     +0      -16940    +39   62 122  206  +47  557  +48 2C
 17 FF 60369 093000  780 173  189    -7153899   -105      -16924   -145  147  12  267  -23  672  -40 88
 30 FF 60369 093000  780 452 1884    +4262230    +36      -16933    -68   85   1  112  +10  377  +23 31
  6 FF 60369 093000  780 371 3247    -3878330   -264      -16932   -159  163  29  132  +14  450  +33 79
 11 FF 60369 093000  780 354 2784    +5916521   -126      -16826    -57   75  30  137   +2  431   +1 38
  9 FF 60369 093000  780 231 1166    -1083276   +103      -16877    -77   98   7  202   +2  555   -6 23
 19 FF 60369 093000  780 136 3520    -4473567   +241      -16812   +137  146  95  334  -28  698  -36 9C
 20 FF 60369 093000  780 411 2163    -3857128   +109      -16910    +71  147   4  121  -17  406  -52 4F
 14 FF 60369 093000  780 689  533    -3382774   +100      -16885    -49   63 188   86   -2  279  -12 5D
 22 FF 60369 094600  780 615  104     -234783    -82      -16847    -98  108  61   91   -6  291  -26 2D
  7 FF 60369 094600  780 176 1526     +732690   -159      -16858   -145  148 122  262  +70  601  +44 83
 17 FF 60369 094600  780 190  254    -7153876     +0      -16828    -59   93  12  244  -24  631  -45 3D
 30 FF 60369 094600  780 401 1814    +4262153   +104      -16901    -22   63   1  124  +13  401  +25 24
  6 FF 60369 094600  780 325 3320    -3878177   -167      -16867    -85  101  29  148  +19  484  +36 85
 11 FF 60369 094600  780 342 2878    +5916544   -201      -16860   -152  153  30  142   +5  436   +7 60
  9 FF 60369 094600  780 228 1087    -1083482   +191      -16897    -14   57   7  205   +4  549   -4 32
 19 FF 60369 094600  780 151 3584    -4473730   +106      -16860    -26   78  95  303  -34  659  -44 7D
 20 FF 60369 094600  780 478 2212    -3857137    +13      -16870    -50   83   4  108  -11  362  -40 38
 14 FF 60369 094600  780 717  776    -3382895    +98      -16876    -75   80 188   84   +0  269   -7 54
 22 FF 60369 100200  780 692  173     -234751    -18      -16894    +35   53 104   85   -4  269  -18 1D
 13 FF 60369 100200  780 110 2216    -6299188    +75      -16882    +36   97 132  408  -80  661  -50 66
  7 FF 60369 100200  780 130 1479     +732729     -8      -16903    +72  103 123  347 +113  640  +36 3E
 17 FF 60369 100200  780 211  320    -7153914    -32      -16899    -23  158  13  221  -22  587  -46 47
 30 FF 60369 100200  780 353 1750    +4262123    +63      -16880     +6   64   2  138  +16  426  +25 11
  6 FF 60369 100200  780 281 3387    -3878035   -186      -16870    -41   56  30  169  +24  520  +37 57
 11 FF 60369 100200  780 323 2968    +5916749    -91      -16796    +25   88  31  149   +9  445  +12 51
  9 FF 60369 100200  780 222 1008    -1083581    +25      -16870   -109  131  20  210   +6  546   -2 1A
 19 FF 60369 100200  780 171   49    -4473799   +200      -16905   +143  171  96  269  -34  613  -50 69
 20 FF 60369 100200  780 540 2286    -3857124     +4      -16897     +9   82   5   99   -7  328  -29 07
  5 FF 60369 100200  780 177 2151    +1635989   -118      -16893   -109  133 136  261  -89  571  -84 9B
 14 FF 60369 100200  780 707 1043    -3382988    +94      -16869    -11   55 189   84   +1  264   -3 39
 22 FF 60369 101800  780 766  314     -234666   -146      -16831    +37  107 104   82   -2  254  -12 32
 13 FF 60369 101800  780 134 2157    -6299261   -118      -16888    -24   64   5  339  -65  661  -56 69
 17 FF 60369 101800  780 235  389    -7153839   -106      -16829    +33   79  13  200  -20  542  -46 57
 30 FF 60369 101800  780 309 1688    +4262073   +118      -16872   +194  180   2  155  +19  450  +24 6E
  6 FF 60369 101800  780 240 3450    -3877942    -93      -16919   +189  174  30  195  +31  556  +35 77
 11 FF 60369 101800  780 300 3052    +5916892   -243      -16737    +10   85  31  159  +12  459  +15 57
  9 FF 60369 101800  780 212  929    -1083647    +83      -16803    +80  105  20  219  +11  545   +0 1B
 19 FF 60369 101800  780 196  113    -4473842   +160      -16861   +235  221  96  237  -31  562  -53 76
 20 FF 60369 101800  780 593 2396    -3857058    -53      -16837    +85  111   5   93   -4  304  -19 3B
  5 FF 60369 101800  780 238 2174    +1636051   -121      -16835    +17   69 136  197  -48  495  -73 72
 14 FF 60369 101800  780 664 1245    -3383049    -28      -16825     -1   70 189   87   +3  263   +2 1F
 22 FF 60369 103400  780 818  693     -234650    +59      -16917   +146  138 104   81   +0  245   -8 2C
 13 FF 60369 103400  780 163 2099    -6299234   -105      -16888   -119  128   5  282  -52  607  -57 8A
 17 FF 60369 103400  780 260  461    -7153800   -190      -16864   -155  221  13  182  -17  499  -43 73
 30 FF 60369 103400  780 270 1628    +4262054   +246      -16901   +213  190   2  175  +23  472  +21 54
  6 FF 60369 103400  780 203 3511    -3877821    -94      -17006    +75   86  30  229  +38  588  +31 45
  9 FF 60369 103400  780 198  852    -1083759    +64      -16824    -44   84  20  233  +18  547   +5 29
 19 FF 60369 103400  780 225  179    -4473860    +81      -16915    +48   69  96  208  -28  510  -53 54
 20 FF 60369 103400  780 630 2549    -3857027    -48      -16880    -15  107   5   89   -1  288  -12 35
  5 FF 60369 103400  780 299 2209    +1636044    +34      -16917    +65  108 136  160  -29  430  -61 5E
 14 FF 60369 103400  780 602 1368    -3383150     +1      -16892    -78  111 189   92   +6  268   +8 31
 22 FF 60369 105000  780 799 1242     -234597   -173      -16895    -76  100   3   81   +0  257   -4 1D
 13 FF 60369 105000  780 196 2043    -6299329    +94      -16900    +99  103   5  237  -42  550  -58 59
 17 FF 60369 105000  780 286  537    -7153854   +113      -16853   +161  156  13  167  -13  458  -39 7E
 30 FF 60369 105000  780 234 1568    +4261947    +75      -16937    +61   84   2  200  +27  491  +16 39
  6 FF 60369 105000  780 170 3571    -3877755    +15      -17014   +210  207  30  270  +46  614  +22 4B
 11 FF 60369 105000  780 247 3206    +5917056   -106      -16846    +56  102  31  190  +19  490  +15 63
  9 FF 60369 105000  780 180  777    -1083929   +172      -16844    +75  100  20  257  +30  554   +9 3E
 19 FF 60369 105000  780 258  248    -4473935     +4      -16863     -9   70  96  183  -23  459  -52 34
 20 FF 60369 105000  780 644 2736    -3857020    -39      -16836    +13   79   5   88   +0  279   -6 13
  5 FF 60369 105000  780 357 2258    +1636101    -97      -16798    -47  172 136  137  -19  377  -49 7D
 14 FF 60369 105000  780 533 1441    -3383284   +194      -16881   +131  123 189   99   +9  280  +15 76
 22 FF 60369 110600  780 731 1469     -234547    +25      -16975   +257  225   3   83   +3  255   +0 14
 13 FF 60369 110600  780 234 1989    -6299320   -198      -16931    -57   99   5  201  -33  494  -57 6F
 17 FF 60369 110600  780 309  618    -7153791   -165      -16903    +20   96  13  155  -10  423  -34 4B
 30 FF 60369 110600  780 204 1507    +4261921     -5      -16987   +115  122   2  228  +31  505  +11 2E
  6 FF 60369 110600  780 143   31    -3877653   -202      -17162   +123  150  30  319  +54  631  +12 33
 11 FF 60369 110600  780 222 3277    +5917151   -154      -16914   +139  148  31  210  +22  503  +12 68
  9 FF 60369 110600  780 155  706    -1084056    +30      -16920    +74  104  20  294  +50  566  +14 2B
 19 FF 60369 110600  780 294  319    -4473961   -140      -16907    -24  129  96  162  -19  411  -47 72
 20 FF 60369 110600  780 631 2924    -3856984    -40      -16886   +147  142   5   89   +1  275   -1 37
  5 FF 60369 110600  780 410 2326    +1636105   -143      -16907    +37   96 136  122  -12  334  -38 51
 14 FF 60369 110600  780 461 1483    -3383381     -7      -16982    +62  186 189  111  +13  297  +21 66
 22 FF 60369 112200  780 652 1552     -234495    +41      -17060   +237  221   3   88   +5  257   +5 07
 13 FF 60369 112200  780 276 1936    -6299355    +39      -17010   +142  142   5  172  -26  439  -55 64
 17 FF 60369 112200  780 329  704    -7153720    -68      -16922    +79  123  13  147   -7  392  -28 46
 30 FF 60369 112200  780 177 1446    +4261876    -80      -17061     +4  129   2  260  +35  513   +5 19
  6 FF 60369 112200  780 121   92    -3877441    -53      -17202   +235  214  30  373  +57  638   +0 1A
 11 FF 60369 112200  780 199 3346    +5917295     +0      -16991   +258  238  31  233  +24  513   +6 4F
  9 FF 60369 112200  780 126  640    -1084307   +122      -17153   +128  153  20  360  +91  583  +19 4B
 19 FF 60369 112200  780 331  396    -4473951    -13      -16950    +67  146  96  146  -15  368  -42 61
 20 FF 60369 112200  780 596 3082    -3856990    -67      -16982    +82  117   5   92   +4  276   +3 2C
  5 FF 60369 112200  780 455 2413    +1636119    +46      -16985   +193  194 136  112   -8  303  -28 61
 14 FF 60369 112200  780 389 1505    -3383430    +69      -17015   +105  136 189  127  +20  321  +27 75
 22 FF 60369 113800  780 573 1586     -234420    -49      -17170   +117  136   3   95   +8  265  +12 27
 13 FF 60369 113800  780 324 1883    -6299329     -9      -17079    +63   95   5  149  -21  387  -52 4C
 17 FF 60369 113800  780 343  796    -7153722    -68      -17036    +53   88  78  142   -3  368  -22 44
 30 FF 60369 113800  780 154 1383    +4261919    +21      -17040    +72  104   2  296  +39  515   +0 27
  6 FF 60369 113800  780 105  154    -3877422   -183      -17406    +74  132  30  427  +53  632  -12 46
 11 FF 60369 113800  780 180 3412    +5917393   -161      -17109    +61   67  31  257  +24  516   +0 42
 19 FF 60369 113800  780 367  480    -4474035   +198      -17058   +247  231  96  133  -11  329  -36 84
 20 FF 60369 113800  780 547 3203    -3856970    -18      -17074    +98  110   5   98   +6  281   +8 26
 12 FF 60369 113800  780 135 3193    +4826629   -215      -17072    -76  114  25  339 -145  634 -113 9B
  5 FF 60369 113800  780 488 2520    +1636129    +20      -17064   +140  137 136  106   -4  279  -20 53
 14 FF 60369 113800  780 320 1513    -3383551   +146      -17116   +156  162 189  150  +29  349  +30 8C
 22 FF 60369 115400  780 494 1597     -234405   -120      -17215    -44   86   3  105  +12  280  +18 2D
 13 FF 60369 115400  780 376 1829    -6299469   +142      -17207   +114  114   5  131  -16  340  -46 73
 15 FF 60369 115400  780 170 2105    -1327277   -104      -17090   -129  152  12  271  -88  524  -83 7C
 17 FF 60369 115400  780 348  890    -7153761   +195      -17082   +213  200  78  140   +0  349  -15 5F
 30 FF 60369 115400  780 135 1319    +4261869    +15      -17066    -26   95   2  336  +43  512   -6 27
 11 FF 60369 115400  780 164 3478    +5917327    +14      -17311   +130  138  31  279  +21  512   -9 55
 19 FF 60369 115400  780 400  573    -4474059     +9      -17058    -33   83  96  124   -8  297  -30 2A
 20 FF 60369 115400  780 492 3297    -3856977   -121      -17123    -95  139   5  105   +9  292  +13 5D
 12 FF 60369 115400  780 191 3153    +4826699    -44      -17092     +2   73  25  242  -69  535  -92 4B
  5 FF 60369 115400  780 507 2644    +1636099    +58      -17127    +72  149 136  103   -1  264  -13 4E
 14 FF 60369 115400  780 253 1512    -3383653    +46      -17124    -36   89 189  185  +45  379  +31 70
 22 FF 60369 121000  780 419 1596     -234337   -126      -17252     -7  101   4  119  +17  301  +23 21
 13 FF 60369 121000  780 432 1772    -6299559   +169      -17289   +197  174  11  117  -13  297  -40 99
 15 FF 60369 121000  780 228 2090    -1327364    +52      -17160    +76  136  13  206  -52  447  -75 53
 17 FF 60369 121000  780 343  985    -7153742   -100      -17127    -24   67  83  141   +4  337   -9 29
 30 FF 60369 121000  780 119 1254    +4261857    +45      -17079    +58   94   4  379  +46  503  -11 3E
 11 FF 60369 121000  780 154 3543    +5917372    -71      -17411   +114  136  32  298  +15  499  -18 6F
 19 FF 60369 121000  780 427  675    -4474078    +79      -17075    +89   91 104  118   -5  272  -23 4F
 20 FF 60369 121000  780 435 3372    -3857046    +84      -17229   +160  165  33  116  +12  307  +17 62
 12 FF 60369 121000  780 245 3104    +4826734    -14      -17114    +83  128  26  192  -39  456  -73 5B
  5 FF 60369 121000  780 508 2775    +1636205   -125      -17084    -48   95 137  103   +0  254   -7 36
 14 FF 60369 121000  780 190 1502    -3383694     -8      -17120    -43   97 190  243  +77  409  +28 4E
 22 FF 60369 122600  780 347 1586     -234262    -52      -17259    +92  152   4  140  +25  325  +26 33
 13 FF 60369 122600  780 492 1709    -6299593    +70      -17314   +120  123  11  105   -9  261  -34 58
 15 FF 60369 122600  780 289 2082    -1327382    +20      -17191    +64   85  13  165  -33  379  -65 57
 17 FF 60369 122600  780 327 1077    -7153725    +33      -17144   +129  135  83  147   +8  331   -2 4B
 30 FF 60369 122600  780 105 1189    +4261867   -143      -17018   -108  122   4  426  +51  490  -15 66
 11 FF 60369 122600  780 148    8    +5917503   -133      -17422    +74  107  32  308   +6  477  -26 25
 19 FF 60369 122600  780 444  787    -4474087    -42      -17057     -9   91 104  114   -2  251  -17 34
 20 FF 60369 122600  780 379 3436    -3856980    -86      -17199    +10   86  33  130  +16  325  +19 5F
 12 FF 60369 122600  780 295 3042    +4826805   +114      -17077   +237  208  26  162  -24  393  -57 87
  5 FF 60369 122600  780 493 2903    +1636222   -170      -17106    -72  107 137  105   +3  249   -3 3F
 14 FF 60369 122600  780 131 1485    -3383768    +84      -17121    +68   99 190  345 +151  433  +21 78
 24 FF 60369 122600  780 131 2311    +4393871    -59      -17001    +86  113  87  346  -38  504  -44 5F
 22 FF 60369 124200  780 279 1569     -234175   -134      -17184   -138  144   4  170  +38  351  +27 62
 13 FF 60369 124200  780 554 1634    -6299640    +77      -17282    -23   72  11   97   -7  232  -27 35
 15 FF 60369 124200  780 354 2082    -1327413   +142      -17163    +35  102  13  138  -23  320  -55 51
 17 FF 60369 124200  780 301 1161    -7153684    -30      -17097    -85  103  83  159  +15  331   +1 41
 11 FF 60369 124200  780 148   73    +5917656   -123      -17340    -66   96  32  309   -4  449  -33 34
 19 FF 60369 124200  780 448  903    -4474113    +52      -16982    -69   93 104  113   +0  237  -12 39
 12 FF 60369 124200  780 338 2968    +4826930    -16      -16966    -46  104  26  143  -15  345  -44 6E
  5 FF 60369 124200  780 465 3018    +1636175   -185      -17146   -240  221 137  110   +6  248   +0 4E
 24 FF 60369 124200  780 148 2248    +4393823   +121      -17058   +113  153  87  310  -36  461  -45 7E
 22 FF 60369 125800  780 215 1546     -234134    +13      -17158    -91  116   4  216  +60  377  +24 2E
 13 FF 60369 125800  780 616 1535    -6299619    +31      -17185   -171  161  11   91   -5  208  -21 51
 15 FF 60369 125800  780 422 2092    -1327549    +58      -17195   -145  148  13  119  -16  272  -45 7E
 17 FF 60369 125800  780 265 1235    -7153720    +61      -17077    -92  111  83  178  +25  336   +7 54
 11 FF 60369 125800  780 152  139    +5917797   -139      -17276   -182  170  32  300  -14  415  -38 7C
 19 FF 60369 125800  780 438 1017    -4474234   +104      -17011   -117  133 104  115   +4  227   -7 5C
 20 FF 60369 125800  780 274 3547    -3856994    +80      -17175    -73  111  33  172  +28  362  +17 70
 12 FF 60369 125800  780 374 2883    +4826919   -147      -16998   -273  242  26  131   -9  307  -34 94
 24 FF 60369 125800  780 167 2188    +4393820    +78      -17076    -28   77  87  275  -34  417  -45 76
 22 FF 60369 131400  780 156 1517     -234133    +91      -17118    +52   76   4  292 +106  397  +17 33
 13 FF 60369 131400  780 673 1393    -6299695   +127      -17103     -6   82  11   86   -3  190  -16 34
 15 FF 60369 131400  780 492 2116    -1327576    +67      -17081    -74   97  13  105  -11  232  -35 4A
 17 FF 60369 131400  780 221 1298    -7153771    +42      -17018    -41  104  83  211  +44  345  +11 4A
  6 FF 60369 131400  780 110  546    -3876307   -279      -17077   -218  193  31  410  -41  429  -43 67
 11 FF 60369 131400  780 162  205    +5917946   -121      -17144    -98  117  32  284  -20  377  -40 5C
 25 FF 60369 131400  780 129 2965    -4900041    +19      -16982    -88   96  35  352  -90  519  -72 69
 19 FF 60369 131400  780 414 1122    -4474266    +85      -16893    -66   90 104  120   +7  222   -3 35
 20 FF 60369 131400  780 228 3599    -3857126   +193      -17197   +110  109  33  205  +38  377  +12 88
 12 FF 60369 131400  780 400 2787    +4826985    -23      -16841    -81   96  26  124   -5  278  -26 4F
  5 FF 60369 131400  780 386 3208    +1636238   -200      -16944   -284  253 137  128  +12  255   +5 70
 24 FF 60369 131400  780 190 2128    +4393653    +54      -17173    +15  111  87  244  -31  373  -45 5A
 13 FF 60369 133000  780 714 1179    -6299720   -187      -16980   -348  303  11   84   -1  175  -12 69
 15 FF 60369 133000  780 562 2161    -1327571   +105      -16847    -57  107  13   96   -8  202  -27 49
 17 FF 60369 133000  780 171 1349    -7153818   +131      -16937    +18   87  83  268  +81  357  +12 70
  6 FF 60369 133000  780 121  616    -3876066   -136      -16816   -107  127  31  373  -36  389  -40 67
 11 FF 60369 133000  780 176  272    +5918030    -40      -17012    -45  106  32  263  -23  337  -41 31
 19 FF 60369 133000  780 378 1212    -4474284   +122      -16667    -56  114 104  130  +12  220   +1 56
 20 FF 60369 133000  780 187   51    -3857218   +245      -17161   +131  153  33  247  +50  385   +5 40
 12 FF 60369 133000  780 416 2684    +4826973   -243      -16720   -331  303  26  120   -2  256  -20 61
  5 FF 60369 133000  780 343 3286    +1636263   +109      -16768     +0  100 137  141  +16  261   +5 38
 24 FF 60369 133000  780 217 2070    +4393690    -90      -17051   -156  155  87  215  -28  330  -44 6E
 13 FF 60369 134600  780 724  898    -6299698   +186      -16988   +187  171  11   84   +0  164  -10 76
 15 FF 60369 134600  780 630 2240    -1327603    -38      -16954    -43   96  13   90   -5  179  -21 2C
  6 FF 60369 134600  780 133  688    -3875675   -363      -16667   -170  163  31  341  -29  350  -37 7C
 11 FF 60369 134600  780 193  341    +5918299   -282      -16923   -123  135  32  240  -23  298  -40 76
 19 FF 60369 134600  780 333 1286    -4474474   +319      -16920   +303  269   6  145  +19  251   +5 6A
 20 FF 60369 134600  780 150  104    -3857167    -28      -17210    +20  111  33  303  +67  386   -4 25
 12 FF 60369 134600  780 422 2577    +4826967    +43      -16847   +114  143  26  119   +0  238  -16 67
  5 FF 60369 134600  780 300 3357    +1636257    -12      -16902    +35   93 137  159  +20  266   +4 36
 24 FF 60369 134600  780 248 2013    +4393826   -264      -17058   -168  167  87  190  -24  288  -42 9F
 13 FF 60369 140200  780 695  643    -6299721    +56      -16918   +252  221  26   85   +2  156   -7 37
 15 FF 60369 140200  780 690 2379    -1327627    +43      -16886   +237  209  23   85   -3  161  -15 58
  6 FF 60369 140200  780 145  762    -3875501   -244      -16610   +145  142  35  316  -21  315  -34 50
 11 FF 60369 140200  780 213  411    +5918499   -263      -16838    +92  202  33  219  -21  261  -37 5B
 20 FF 60369 140200  780 119  159    -3857122   -203      -17129    +50  103  34  378  +88  377  -15 5E
  5 FF 60369 140200  780 259 3424    +1636190   -170      -16929    +78  110 138  182  +26  268   +0 5F
 24 FF 60369 140200  780 284 1956    +4393888    -94      -17023   +199  179  93  168  -20  248  -40 95
 15 FF 60369 141800  780 728 2610    -1327665    +57      -16892   +267  233  23   83   -1  147  -12 56
  6 FF 60369 141800  780 153  837    -3875209   -197      -16500   +206  209  35  299  -12  284  -31 71
 19 FF 60369 141800  780 225 1389    -4474669   +171      -16994   +367  324   7  207  +52  265   +7 81
  5 FF 60369 141800  780 222 3487    +1636089   +158      -17049   +423  356 138  210  +32  266   -5 7A
 24 FF 60369 141800  780 324 1899    +4393957    -34      -17016   +271  232  93  149  -18  210  -37 84
 13 FF 60369 143400  780 571  370    -6299737    -43      -17033   -343  297  26   95   +8  147   -1 3D
 15 FF 60369 143400  780 728 2901    -1327727    +64      -17019   -238  220  23   83   +1  136   -9 3A
  6 FF 60369 143400  780 157  913    -3875295    +68      -16814    -37   66  35  291   -2  256  -27 36
 11 FF 60369 143400  780 256  561    +5918619   -205      -17061   -346  300  33  184  -14  195  -30 6D
 19 FF 60369 143400  780 166 1421    -4474746    +25      -17123   -292  256   7  275  +97  272   +5 5E
 29 FF 60369 143400  780 176 3291    +6059202   +223      -16907    -46  113  62  263  -96  326  -80 7B
 24 FF 60369 143400  780 368 1840    +4394074   +134      -17057    -71  123  93  133  -14  177  -32 72
 13 FF 60369 145000  780 497  306    -6299679    +51      -16649     +9  150  26  104  +12  146   +1 2F
 15 FF 60369 145000  780 691 3140    -1327822    -33      -16861    -81  133  23   85   +2  128   -8 23
  6 FF 60369 145000  780 156  989    -3875211    -52      -16666    +92  110  35  293   +7  231  -24 34
 11 FF 60369 145000  780 276  642    +5918678   -207      -16853    -94  136  33  172  -10  167  -27 71
 12 FF 60369 145000  780 375 2183    +4827025    +59      -16742    +87  160  27  131   +5  193  -11 49
 29 FF 60369 145000  780 241 3271    +6059121    +37      -16737    +17   98  62  195  -51  257  -62 5A
 24 FF 60369 145000  780 416 1779    +4394132    -34      -16816    +16   82  93  120  -12  147  -29 51
 13 FF 60369 150600  780 422  267    -6299912   +301      -16830   +303  270  26  118  +17  147   +1 52
  6 FF 60369 150600  780 149 1065    -3875095    -49      -16656   +141  178  35  307  +22  209  -21 6D
 11 FF 60369 150600  780 293  727    +5919080   -174      -16549    -19  105  33  163   -7  142  -24 54
 25 FF 60369 150600  780 239 2445    -4899977   +131      -16559   +155  141  37  196   -2  248  -25 93
 12 FF 60369 150600  780 355 2098    +4827059    -61      -16749     +9  128  27  137   +6  182  -11 4A
  5 FF 60369 150600  780 138   74    +1636081    -70      -16903    -21   86  18  328  +47  220  -27 17
 29 FF 60369 150600  780 306 3240    +6059099    +11      -16734    +38  109  62  157  -31  203  -49 61
 13 FF 60369 152200  780 348  245    -6299980    +83      -16905    +67  101  26  139  +26  148   +0 45
 15 FF 60369 152200  780 565 3391    -1327761    +88      -16719    +68   85  23   96   +7  115   -4 2F
  6 FF 60369 152200  780 134 1137    -3874982   -212      -16708    -30  135  35  339  +45  189  -20 67
 11 FF 60369 152200  780 304  815    +5919162    -95      -16653    +48   92  33  158   -3  121  -20 26
 25 FF 60369 152200  780 241 2368    -4900062    +84      -16699    +96  105  37  194   -1  224  -25 55
 12 FF 60369 152200  780 336 2017    +4827063    -37      -16822    +23   87  27  144   +7  169  -13 3A
  5 FF 60369 152200  780 121  136    +1636130    -55      -16934    -22   74  18  373  +44  230  -34 18
 29 FF 60369 152200  780 371 3194    +6059150    -32      -16713    -19   82  62  132  -20  161  -38 48
 24 FF 60369 152200  780 520 1634    +4394215   -146      -16836    -68   94  93  101   -7   99  -20 47
 13 FF 60369 153800  780 276  234    -6299878    -99      -16810   -216  198  26  171  +41  147   -4 70
 15 FF 60369 153800  780 496 3462    -1327924    +15      -16855   -108  136  23  105  +11  111   -4 58
  6 FF 60369 153800  780 112 1205    -3874872    -34      -16813    +38   78  35  400  +89  170  -20 42
 11 FF 60369 153800  780 307  905    +5919255   -115      -16691    -71  107  33  156   +0  102  -18 48
